Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Year
Ahmad Caver,SG,25,IND,1,1,76.2,1.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.8,0.0,0.0,0.0,1.204,31.0,5.9,36.9,0.0,2022
Justin Champagnie,SF,20,TOR,36,281,13.6,.571,.418,.134,13.5,14.3,13.9,5.4,1.4,1.4,10.1,12.0,0.5,0.3,0.8,.138,-1.3,-0.7,-2.0,0.0,2022
Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,2022
Zylan Cheatham,SF,26,UTA,1,5,-23.8,.000,.667,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.1,-0.1,0.0,-0.1,-0.610,-19.3,-11.3,-30.6,0.0,2022
Chris Chiozza,PG,26,GSW,34,372,4.4,.407,.654,.037,2.7,7.7,5.3,22.5,1.7,0.0,28.0,13.4,-0.5,0.5,0.0,-0.004,-5.7,-0.2,-6.0,-0.4,2022
Marquese Chriss,PF,24,DAL,34,346,14.8,.518,.187,.246,10.6,22.5,16.5,7.7,1.9,3.1,10.3,21.5,0.2,0.6,0.8,.108,-3.8,0.0,-3.8,-0.2,2022
Josh Christopher,SG,20,HOU,74,1334,12.2,.534,.378,.226,4.3,11.1,7.7,17.3,2.3,0.9,17.2,21.1,-0.4,0.7,0.3,.010,-2.2,-1.3,-3.5,-0.5,2022
Gary Clark,PF,27,NOP,38,378,11.4,.547,.795,.114,6.6,20.1,13.2,6.4,1.7,1.8,9.8,11.6,0.3,0.4,0.7,.092,0.1,0.0,0.1,0.2,2022
Brandon Clarke,PF,25,MEM,64,1246,23.7,.660,.049,.291,11.1,17.8,14.4,10.3,1.5,4.9,6.3,17.7,4.4,1.9,6.3,.241,3.1,1.1,4.2,2.0,2022
Jordan Clarkson,SG,29,UTA,79,2141,14.9,.532,.536,.156,3.5,10.2,7.0,14.5,1.5,0.7,9.8,26.8,1.5,2.0,3.5,.079,0.5,-1.2,-0.6,0.7,2022
Nic Claxton,C,22,BRK,47,974,18.6,.672,.000,.352,10.4,18.9,14.8,6.4,1.2,4.7,11.1,15.1,2.3,1.2,3.5,.171,0.3,0.2,0.5,0.6,2022
Amir Coffey,SG,24,LAC,69,1567,13.0,.598,.545,.251,1.8,11.2,6.7,11.4,1.2,0.8,8.0,15.8,2.3,1.5,3.8,.116,-0.3,0.0,-0.3,0.7,2022
John Collins,PF,24,ATL,54,1663,18.7,.610,.273,.262,6.2,21.5,13.9,8.9,1.0,3.0,7.7,20.5,3.6,1.4,5.1,.146,1.5,0.0,1.5,1.5,2022
Zach Collins,C,24,SAS,28,502,16.4,.594,.265,.419,9.5,22.5,16.0,16.3,1.2,3.8,19.7,19.2,0.6,0.7,1.2,.118,-1.2,1.0,-0.2,0.2,2022
Darren Collison,PG,34,LAL,3,37,-0.2,.286,.429,.000,0.0,11.6,5.8,6.8,1.3,0.0,12.5,9.3,-0.1,0.0,-0.1,-0.070,-10.0,-0.9,-10.9,-0.1,2022
Mike Conley,PG,34,UTA,72,2058,17.2,.572,.523,.205,2.6,8.8,5.8,27.7,2.3,0.9,12.5,20.9,4.4,2.3,6.7,.157,2.4,0.7,3.1,2.7,2022
Pat Connaughton,SF,29,MIL,65,1691,13.4,.620,.746,.109,2.9,14.0,8.6,6.6,1.7,0.9,6.3,14.0,2.8,1.6,4.4,.125,0.8,0.3,1.2,1.4,2022
Tyler Cook,PF,24,CHI,20,200,13.0,.643,.000,.842,9.1,20.7,14.9,2.0,1.0,1.7,11.8,13.0,0.4,0.2,0.5,.127,-3.0,-1.1,-4.1,-0.1,2022
Sharife Cooper,PG,20,ATL,13,39,-5.4,.250,.429,.000,0.0,14.0,7.0,16.3,0.0,0.0,26.3,21.3,-0.2,0.0,-0.2,-0.297,-11.3,-5.0,-16.3,-0.1,2022
Petr Cornelie,PF,26,DEN,13,38,9.6,.418,.533,.267,21.3,19.9,20.6,10.8,1.3,2.4,19.3,24.0,-0.1,0.0,0.0,-0.015,-6.1,-2.7,-8.8,-0.1,2022
DeMarcus Cousins,C,31,TOT,48,717,18.2,.567,.377,.386,11.7,29.1,20.6,15.2,2.4,2.7,18.3,28.1,0.3,1.3,1.6,.104,-1.8,0.2,-1.6,0.1,2022
DeMarcus Cousins,C,31,MIL,17,287,19.0,.572,.407,.322,9.1,26.8,18.1,9.3,2.7,2.7,10.6,22.4,0.5,0.5,1.0,.162,-0.3,0.9,0.6,0.2,2022
DeMarcus Cousins,C,31,DEN,31,431,17.6,.565,.359,.422,13.4,30.6,22.3,19.1,2.2,2.7,22.0,31.9,-0.2,0.8,0.6,.065,-2.8,-0.2,-3.1,-0.1,2022
Robert Covington,PF,31,TOT,71,1939,12.4,.572,.681,.139,3.3,18.9,11.0,6.8,2.6,4.4,12.4,13.5,0.8,2.4,3.2,.080,-1.6,1.7,0.2,1.1,2022
Robert Covington,PF,31,POR,48,1431,10.0,.519,.685,.107,3.0,18.6,10.5,6.7,2.5,4.3,14.2,12.4,-0.3,1.4,1.1,.037,-2.8,1.6,-1.2,0.3,2022
Robert Covington,PF,31,LAC,23,509,19.4,.677,.673,.204,3.9,20.0,12.2,7.0,2.8,4.7,8.8,16.7,1.1,1.0,2.1,.200,1.9,2.2,4.1,0.8,2022
Torrey Craig,SF,31,TOT,78,1596,11.0,.556,.531,.118,5.9,15.4,10.7,7.6,1.4,2.0,12.6,14.3,0.9,1.4,2.3,.070,-1.7,-0.1,-1.8,0.1,2022
Torrey Craig,SF,31,IND,51,1034,10.8,.555,.491,.125,6.3,14.9,10.5,7.7,1.1,1.6,11.6,13.9,0.8,0.4,1.2,.056,-1.6,-0.6,-2.2,-0.1,2022
Torrey Craig,SF,31,PHO,27,562,11.4,.558,.600,.106,5.3,16.4,11.0,7.5,1.9,2.7,14.3,15.0,0.2,1.0,1.1,.096,-1.9,0.9,-1.1,0.1,2022
Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,2022
Jae Crowder,PF,31,PHO,67,1886,11.3,.541,.671,.165,1.8,18.0,10.1,8.3,2.4,1.4,8.6,14.6,0.9,3.4,4.3,.110,-1.3,2.4,1.1,1.5,2022
Jarrett Culver,SG,22,MEM,37,338,8.7,.433,.348,.252,3.9,11.1,7.4,13.0,2.8,1.3,11.8,20.6,-0.4,0.5,0.1,.012,-5.7,0.3,-5.4,-0.3,2022
Jarron Cumberland,SG,24,POR,3,12,8.4,.500,.500,.000,8.8,19.0,13.7,11.6,0.0,0.0,0.0,7.2,0.0,0.0,0.0,.079,-4.4,-2.2,-6.6,0.0,2022
Cade Cunningham,SG,20,DET,64,2088,13.1,.504,.352,.163,2.9,16.2,9.2,29.1,1.8,1.9,17.5,27.5,-2.4,1.9,-0.5,-0.011,-1.1,-0.5,-1.6,0.2,2022
Seth Curry,SG,31,TOT,64,2134,13.7,.615,.506,.127,1.1,9.1,5.2,16.3,1.2,0.6,12.3,18.5,2.7,1.5,4.2,.095,0.3,-0.9,-0.6,0.8,2022
Seth Curry,SG,31,PHI,45,1566,13.3,.603,.473,.138,1.2,9.4,5.4,17.7,1.1,0.6,13.0,18.5,1.7,1.1,2.9,.088,-0.1,-0.9,-1.0,0.4,2022
Seth Curry,SG,31,BRK,19,569,14.6,.645,.588,.100,0.8,8.4,4.7,12.5,1.4,0.5,10.2,18.5,1.0,0.3,1.3,.112,1.5,-0.8,0.7,0.4,2022
Stephen Curry,PG,33,GSW,64,2211,21.4,.601,.613,.243,1.7,14.4,8.3,30.4,1.9,1.0,13.2,30.8,4.6,3.4,8.0,.173,5.4,0.4,5.8,4.4,2022
Anthony Davis,C,28,LAL,40,1404,23.9,.578,.101,.351,8.1,22.0,15.1,14.7,1.7,5.7,9.3,27.1,2.6,2.0,4.5,.155,2.6,1.2,3.8,2.0,2022
Ed Davis,C,32,CLE,31,201,9.3,.632,.000,.875,7.9,26.9,17.6,4.5,0.7,4.0,18.4,6.0,0.2,0.3,0.5,.126,-4.2,2.5,-1.8,0.0,2022
Terence Davis,SG,24,SAC,30,536,14.6,.543,.558,.165,2.2,17.0,9.5,11.9,2.2,1.8,10.3,25.6,0.0,0.5,0.5,.044,-0.6,-0.4,-0.9,0.2,2022
Gabriel Deck,PF,26,OKC,7,56,11.5,.643,.286,.000,1.8,9.3,5.5,13.7,0.9,0.0,12.5,12.3,0.1,0.0,0.1,.080,-1.2,-1.3,-2.5,0.0,2022
Dewayne Dedmon,C,32,MIA,67,1065,15.9,.632,.162,.345,11.4,29.4,20.6,6.7,1.1,4.2,17.3,16.9,1.5,2.0,3.5,.157,-2.2,1.1,-1.0,0.3,2022
Sam Dekker,PF,27,TOR,1,1,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,.003,-6.2,-3.4,-9.6,0.0,2022
Javin DeLaurier,C,23,MIL,1,3,15.6,,,,0.0,34.6,17.7,0.0,16.0,0.0,,0.0,0.0,0.0,0.0,.260,-4.8,11.8,7.0,0.0,2022
DeMar DeRozan,PF,32,CHI,76,2743,23.1,.590,.093,.386,2.3,13.7,8.0,23.3,1.2,0.8,9.2,31.8,7.0,1.8,8.8,.154,3.4,-0.9,2.5,3.1,2022
Mamadi Diakite,PF,25,OKC,13,188,11.6,.540,.106,.234,9.2,23.3,16.1,1.6,1.3,4.5,11.9,13.5,0.1,0.3,0.3,.080,-5.9,0.9,-5.0,-0.1,2022
Cheick Diallo,C,25,DET,3,31,12.3,.517,.000,.750,13.3,29.4,20.9,0.0,1.6,0.0,8.6,16.1,0.0,0.0,0.1,.108,-4.2,-3.3,-7.5,0.0,2022
Hamidou Diallo,SG,23,DET,58,1269,15.7,.541,.177,.266,5.6,18.7,11.8,9.8,2.7,1.2,9.0,21.8,0.6,1.5,2.1,.079,-1.2,0.7,-0.5,0.5,2022
Gorgui Dieng,C,32,ATL,44,371,17.3,.624,.607,.232,9.5,26.1,17.8,12.7,1.5,3.1,13.9,16.9,0.8,0.4,1.2,.155,1.4,0.8,2.1,0.4,2022
Spencer Dinwiddie,PG,28,TOT,67,1980,15.1,.543,.449,.343,2.6,13.0,7.8,25.7,1.1,0.6,10.9,21.4,2.7,1.4,4.1,.098,0.8,-0.4,0.3,1.1,2022
Spencer Dinwiddie,PG,28,WAS,44,1330,13.2,.501,.459,.291,3.0,14.0,8.6,27.5,1.0,0.4,11.6,21.0,0.9,0.7,1.6,.058,-0.2,-0.7,-0.9,0.3,2022
Spencer Dinwiddie,PG,28,DAL,23,650,19.0,.624,.428,.449,1.5,10.8,6.2,22.0,1.3,0.8,9.6,22.3,1.8,0.7,2.5,.182,2.8,0.1,2.9,0.8,2022
Donte DiVincenzo,SG,25,TOT,42,1005,11.3,.510,.649,.247,4.3,14.0,9.1,16.1,2.3,0.7,16.2,18.9,-0.1,0.9,0.7,.035,-1.8,-0.5,-2.3,-0.1,2022
Donte DiVincenzo,SG,25,MIL,17,341,7.9,.470,.627,.229,5.7,12.8,9.3,11.3,1.5,0.8,17.7,19.8,-0.4,0.3,-0.1,-0.009,-3.8,-1.6,-5.5,-0.3,2022
Donte DiVincenzo,SG,25,SAC,25,665,13.0,.532,.661,.257,3.6,14.5,9.0,18.6,2.7,0.7,15.4,18.5,0.2,0.6,0.8,.058,-0.8,0.2,-0.6,0.2,2022
Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,2022
Luka DonÄiÄ,PG,22,DAL,65,2301,25.1,.571,.406,.349,2.7,26.0,14.3,46.0,1.6,1.4,15.3,37.4,3.8,3.8,7.6,.159,6.4,1.8,8.2,5.9,2022
Luguentz Dort,SG,22,OKC,51,1665,12.3,.541,.539,.263,2.3,10.9,6.5,8.6,1.3,1.0,9.8,23.3,0.2,1.1,1.4,.040,-1.5,-0.7,-2.3,-0.1,2022
Ayo Dosunmu,SG,22,CHI,77,2110,11.2,.596,.348,.146,1.4,9.9,5.7,16.5,1.4,1.2,15.9,14.1,1.7,1.3,3.0,.069,-1.9,-0.1,-2.0,0.0,2022
Damyean Dotson,SG,27,NYK,2,21,6.4,.500,.250,.000,0.0,10.4,5.1,6.9,0.0,0.0,0.0,8.3,0.0,0.0,0.0,.045,-3.7,-1.2,-4.9,0.0,2022
Devon Dotson,PG,22,CHI,11,85,9.8,.538,.391,.391,1.3,10.5,6.0,23.9,0.6,0.0,15.6,16.6,0.1,0.0,0.1,.048,-3.4,-1.5,-4.9,-0.1,2022
Sekou Doumbouya,PF,21,LAL,2,16,40.7,.717,.250,.500,13.5,26.8,20.2,0.0,9.0,11.1,17.0,31.6,0.0,0.1,0.1,.300,8.8,10.0,18.8,0.1,2022
Jeff Dowtin,PG,24,TOT,9,108,6.8,.353,.346,.077,7.9,9.8,8.9,12.7,2.2,0.9,15.7,12.8,-0.1,0.1,0.0,-0.010,-5.7,0.1,-5.6,-0.1,2022
Jeff Dowtin,PG,24,GSW,4,28,9.5,.500,.167,.000,4.0,22.7,13.7,14.6,0.0,3.4,14.3,10.9,0.0,0.0,0.1,.089,-4.3,0.7,-3.6,0.0,2022
Jeff Dowtin,PG,24,MIL,1,3,-12.9,.000,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.2,0.0,0.0,0.0,-0.344,-15.7,-6.9,-22.6,0.0,2022
Jeff Dowtin,PG,24,ORL,4,77,6.5,.327,.368,.105,9.6,5.5,7.5,12.5,3.1,0.0,16.8,13.4,-0.1,0.1,-0.1,-0.033,-5.8,0.2,-5.6,-0.1,2022
PJ Dozier,SG,25,DEN,18,340,8.7,.463,.485,.131,4.8,15.6,10.3,11.3,1.6,1.6,11.0,15.2,-0.1,0.4,0.3,.038,-3.0,1.0,-2.0,0.0,2022
Goran DragiÄ,PG,35,TOT,21,497,10.0,.474,.417,.219,2.9,11.3,7.1,22.9,1.9,0.7,17.0,17.2,-0.1,0.4,0.4,.035,-2.8,-0.5,-3.3,-0.2,2022
Goran DragiÄ,PG,35,TOR,5,90,16.2,.521,.412,.294,2.3,15.3,8.4,14.4,2.8,1.1,2.5,18.7,0.2,0.1,0.3,.162,-0.6,2.6,1.9,0.1,2022
Goran DragiÄ,PG,35,BRK,16,408,8.6,.460,.419,.197,3.0,10.4,6.8,24.7,1.7,0.7,20.6,16.9,-0.2,0.3,0.1,.006,-3.3,-1.1,-4.4,-0.3,2022
Andre Drummond,C,28,TOT,73,1437,21.0,.574,.007,.379,18.0,34.1,26.2,13.7,2.7,4.2,18.5,19.0,2.0,3.1,5.1,.170,-0.1,1.4,1.3,1.2,2022
Andre Drummond,C,28,PHI,49,902,19.3,.544,.008,.345,17.1,36.1,26.8,16.0,3.1,4.5,22.4,17.6,0.7,2.2,2.9,.153,-1.2,2.5,1.3,0.7,2022
Andre Drummond,C,28,BRK,24,535,23.8,.610,.005,.421,19.4,30.6,25.1,9.8,2.0,3.8,13.5,21.5,1.3,0.9,2.2,.199,1.7,-0.5,1.2,0.4,2022
Chris Duarte,SG,24,IND,55,1541,12.3,.537,.411,.180,2.9,13.6,8.2,10.9,1.8,0.6,11.8,21.1,0.2,0.7,0.9,.029,-1.2,-1.1,-2.3,-0.1,2022
David Duke Jr.,PG,22,BRK,22,341,10.0,.444,.343,.194,9.8,11.5,10.7,6.6,2.0,1.8,7.1,15.9,0.0,0.3,0.3,.048,-3.0,-0.9,-3.9,-0.2,2022
Kris Dunn,PG,27,POR,14,336,12.5,.482,.108,.176,2.8,13.6,8.0,35.1,3.3,0.9,22.5,18.3,-0.1,0.3,0.2,.024,-4.6,-0.8,-5.4,-0.3,2022
Kevin Durant,PF,33,BRK,55,2047,25.6,.634,.269,.367,1.6,19.6,10.8,29.1,1.1,2.3,12.9,31.2,6.4,2.0,8.4,.198,6.4,0.7,7.2,4.8,2022
Jaime Echenique,C,24,WAS,1,3,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,-0.012,-5.5,-3.0,-8.5,0.0,2022
Anthony Edwards,SG,20,MIN,72,2466,16.5,.560,.484,.225,2.6,12.5,7.5,17.4,2.0,1.8,12.2,26.4,1.8,2.4,4.3,.084,1.6,-0.4,1.2,2.0,2022
Carsen Edwards,SG,23,DET,4,79,5.5,.378,.533,.033,2.6,5.8,4.1,26.2,1.2,0.0,14.1,19.2,-0.1,0.0,-0.1,-0.075,-6.0,-3.4,-9.3,-0.1,2022
Kessler Edwards,SF,21,BRK,48,987,8.3,.516,.509,.071,5.0,13.8,9.5,4.1,1.4,2.2,13.2,13.8,-0.2,0.9,0.6,.031,-3.1,-0.8,-3.8,-0.5,2022
Rob Edwards,SG,25,OKC,2,11,-0.8,.375,1.000,.000,0.0,28.5,14.0,0.0,0.0,0.0,20.0,19.6,-0.1,0.0,0.0,-0.181,-8.3,-2.9,-11.2,0.0,2022
CJ Elleby,SF,21,POR,58,1174,9.2,.491,.409,.273,6.0,15.6,10.6,10.6,1.5,1.6,14.0,14.8,-0.1,0.5,0.4,.016,-3.8,-1.5,-5.3,-1.0,2022
Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,2022
Wayne Ellington,SG,34,LAL,43,810,9.9,.593,.890,.046,1.3,8.9,5.1,5.0,1.4,0.5,7.3,13.8,0.6,0.4,1.0,.062,-0.7,-0.6,-1.4,0.1,2022
Joel Embiid,C,27,PHI,68,2297,31.2,.616,.188,.602,7.2,31.1,19.4,23.5,1.7,3.9,11.3,37.2,7.9,4.1,12.0,.252,7.2,2.0,9.2,6.5,2022
James Ennis III,SF,31,TOT,7,56,17.7,.553,.333,.208,9.9,13.1,11.6,7.4,1.7,3.1,7.1,22.0,0.1,0.1,0.1,.114,-0.1,-1.0,-1.1,0.0,2022
James Ennis III,SF,31,BRK,2,14,14.7,.357,.286,.000,16.0,22.7,19.4,0.0,3.5,6.4,0.0,21.5,0.0,0.0,0.0,.034,-0.5,-0.6,-1.1,0.0,2022
James Ennis III,SF,31,LAC,2,28,26.3,.784,.364,.364,7.8,11.0,9.5,0.0,1.7,3.0,7.3,21.6,0.1,0.0,0.2,.277,3.7,0.3,4.0,0.0,2022
James Ennis III,SF,31,DEN,3,14,3.7,.311,.333,.167,8.2,7.7,8.0,29.8,0.0,0.0,13.4,23.3,0.0,0.0,0.0,-0.134,-7.2,-4.0,-11.1,0.0,2022
Drew Eubanks,C,24,TOT,71,1245,18.0,.638,.062,.350,11.0,22.2,16.5,10.1,1.2,2.8,15.9,17.5,2.2,1.1,3.4,.130,-0.5,-0.9,-1.4,0.2,2022
Drew Eubanks,C,24,SAS,49,595,16.0,.588,.050,.497,11.2,23.4,17.3,11.1,1.0,4.2,19.2,17.0,0.6,0.8,1.4,.114,-1.9,0.7,-1.2,0.1,2022
Drew Eubanks,C,24,POR,22,650,19.9,.678,.071,.241,10.8,21.0,15.7,9.1,1.4,1.5,13.0,18.0,1.6,0.3,2.0,.144,0.8,-2.3,-1.5,0.1,2022
Tacko Fall,C,26,CLE,11,59,11.3,.398,.000,.583,13.4,29.4,21.6,4.6,0.0,9.1,16.6,13.6,-0.1,0.1,0.1,.043,-4.1,0.8,-3.4,0.0,2022
Derrick Favors,C,30,OKC,39,653,13.6,.534,.088,.137,9.0,20.2,14.5,5.9,1.3,1.7,4.5,13.4,0.8,0.7,1.4,.105,-2.3,0.3,-2.1,0.0,2022
Bruno Fernando,C,23,TOT,30,153,21.2,.671,.036,.436,13.0,26.6,19.8,7.5,0.3,6.5,17.6,22.4,0.2,0.2,0.4,.139,-0.4,0.2,-0.1,0.1,2022
Bruno Fernando,C,23,BOS,20,58,12.6,.586,.071,.357,13.4,14.6,14.0,9.6,0.0,4.7,23.6,16.1,0.0,0.1,0.1,.102,-3.2,0.4,-2.8,0.0,2022
Bruno Fernando,C,23,HOU,10,94,26.5,.699,.024,.463,12.8,34.1,23.4,6.3,0.5,7.6,15.4,26.3,0.2,0.1,0.3,.164,1.3,0.2,1.5,0.1,2022
Dorian Finney-Smith,PF,28,DAL,80,2644,12.5,.604,.629,.120,5.1,10.7,7.9,8.2,1.7,1.3,9.9,13.8,3.4,3.2,6.6,.121,0.1,0.7,0.8,1.9,2022
Malik Fitts,PF,24,TOT,15,63,10.7,.553,.526,.000,3.5,25.2,14.7,12.7,0.0,0.0,9.5,14.6,0.1,0.1,0.1,.097,-0.6,-0.5,-1.1,0.0,2022
Malik Fitts,PF,24,UTA,7,35,-1.6,.333,.444,.000,0.0,30.3,15.6,0.0,0.0,0.0,18.2,13.7,-0.1,0.0,-0.1,-0.104,-7.9,-1.9,-9.8,-0.1,2022
Malik Fitts,PF,24,BOS,8,28,26.1,.750,.600,.000,7.9,18.8,13.5,28.6,0.0,0.0,0.0,15.7,0.2,0.0,0.2,.348,8.6,1.2,9.8,0.1,2022
Malachi Flynn,PG,23,TOR,44,537,11.7,.488,.492,.131,1.9,11.3,6.4,18.5,1.9,0.7,6.3,16.5,0.5,0.5,1.0,.092,-1.8,0.4,-1.5,0.1,2022
Bryn Forbes,SG,28,TOT,75,1286,11.5,.574,.547,.161,0.9,6.9,3.9,8.3,0.9,0.3,8.8,21.2,0.8,0.6,1.4,.054,-0.7,-2.2,-2.9,-0.3,2022
Bryn Forbes,SG,28,SAS,40,676,12.4,.572,.510,.166,0.6,9.2,4.9,8.6,1.2,0.4,9.4,21.9,0.3,0.4,0.7,.053,-0.3,-1.3,-1.6,0.1,2022
Bryn Forbes,SG,28,DEN,35,610,10.6,.578,.593,.156,1.1,4.3,2.7,8.0,0.6,0.3,8.1,20.3,0.5,0.2,0.7,.054,-1.1,-3.2,-4.3,-0.4,2022
Aleem Ford,SF,24,ORL,5,74,0.5,.350,.750,.000,2.8,18.6,10.7,3.8,0.7,0.0,16.7,14.0,-0.2,0.1,-0.2,-0.103,-9.1,-2.2,-11.4,-0.2,2022
Trent Forrest,PG,23,UTA,60,765,10.9,.554,.174,.310,3.4,10.5,7.1,18.6,1.9,0.7,21.4,12.8,0.5,0.8,1.3,.084,-2.3,1.2,-1.0,0.2,2022
Evan Fournier,SG,29,NYK,80,2358,12.3,.554,.641,.117,1.5,8.2,4.8,11.9,1.7,0.8,9.4,20.8,1.5,2.2,3.7,.075,-0.4,-0.3,-0.7,0.7,2022
De'Aaron Fox,PG,24,SAC,59,2084,17.4,.549,.228,.319,1.3,10.9,6.0,26.8,1.6,1.0,11.9,29.1,1.5,1.0,2.5,.058,0.6,-1.2,-0.6,0.7,2022
Melvin Frazier,SG,25,OKC,3,120,-0.4,.313,.438,.146,4.2,7.0,5.6,1.2,0.4,0.0,5.5,19.5,-0.4,0.0,-0.4,-0.160,-9.7,-6.7,-16.4,-0.4,2022
Tim Frazier,PG,31,TOT,12,208,3.3,.398,.378,.200,2.5,7.1,4.8,22.5,0.7,0.4,23.5,13.3,-0.3,0.1,-0.2,-0.046,-6.8,-1.8,-8.6,-0.3,2022
Tim Frazier,PG,31,ORL,10,200,3.8,.394,.395,.209,2.6,7.4,5.0,22.6,0.7,0.5,21.7,13.0,-0.2,0.1,-0.2,-0.037,-6.4,-1.7,-8.0,-0.3,2022
Tim Frazier,PG,31,CLE,2,8,-10.3,.500,.000,.000,0.0,0.0,0.0,17.9,0.0,0.0,50.0,22.1,-0.1,0.0,0.0,-0.283,-17.8,-5.8,-23.6,0.0,2022
Enes Freedom,C,29,BOS,35,411,15.0,.585,.052,.289,16.5,25.4,21.0,2.7,0.6,3.1,15.5,13.9,0.6,0.7,1.4,.160,-1.2,-0.2,-1.4,0.1,2022
Markelle Fultz,PG,23,ORL,18,360,17.7,.517,.097,.177,1.2,13.2,7.2,48.9,2.7,1.3,17.5,27.5,0.0,0.4,0.4,.053,-0.1,0.4,0.2,0.2,2022
Wenyen Gabriel,PF,24,TOT,26,359,12.5,.549,.255,.382,11.8,17.2,14.5,5.6,0.7,2.7,11.1,17.4,0.4,0.3,0.7,.089,-3.7,-2.1,-5.9,-0.4,2022
Wenyen Gabriel,PF,24,BRK,1,1,11.8,,,,0.0,100.0,54.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,.167,-1.9,0.3,-1.6,0.0,2022
Wenyen Gabriel,PF,24,LAC,6,46,8.3,.474,.385,.308,11.9,20.1,16.1,6.0,1.1,3.7,16.9,17.0,0.0,0.1,0.0,.041,-6.6,-0.9,-7.5,-0.1,2022
Wenyen Gabriel,PF,24,LAL,19,311,13.1,.558,.237,.392,11.8,16.5,14.2,5.5,0.6,2.6,10.3,17.5,0.4,0.2,0.6,.096,-3.3,-2.3,-5.7,-0.3,2022
Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,2022
Daniel Gafford,C,23,WAS,72,1444,21.8,.708,.002,.372,12.1,19.0,15.6,7.3,1.0,5.8,12.0,16.7,4.4,1.6,6.0,.198,1.1,0.5,1.6,1.3,2022
Danilo Gallinari,PF,33,ATL,66,1672,14.3,.579,.492,.261,2.3,17.8,10.1,8.5,0.8,0.6,5.4,18.4,2.8,0.8,3.6,.105,1.0,-1.2,-0.2,0.8,2022
Langston Galloway,SG,30,TOT,7,107,0.7,.269,.615,.000,3.1,14.7,9.0,13.7,0.4,0.0,18.8,12.8,-0.3,0.1,-0.2,-0.100,-8.0,-1.8,-9.8,-0.2,2022
Langston Galloway,SG,30,BRK,4,58,1.8,.462,.615,.000,1.9,12.8,7.5,11.0,0.0,0.0,27.8,13.3,-0.1,0.0,-0.1,-0.072,-7.7,-2.8,-10.4,-0.1,2022
Langston Galloway,SG,30,MIL,3,49,-0.6,.077,.615,.000,4.4,17.0,10.8,16.9,1.0,0.0,7.1,12.2,-0.2,0.0,-0.1,-0.133,-8.5,-0.6,-9.1,-0.1,2022
Darius Garland,PG,22,CLE,68,2430,19.0,.576,.387,.205,1.8,8.2,5.1,39.9,1.8,0.3,16.2,27.8,3.8,2.5,6.3,.125,3.4,-0.8,2.6,2.8,2022
Marcus Garrett,SG,23,MIA,12,128,4.7,.280,.190,.238,8.1,12.2,10.2,7.0,2.0,2.5,7.9,8.8,-0.1,0.2,0.1,.032,-6.4,1.0,-5.4,-0.1,2022
Usman Garuba,PF,19,HOU,24,240,12.9,.510,.455,.159,9.6,28.7,19.1,9.6,2.0,4.1,11.3,9.4,0.2,0.3,0.5,.105,-1.8,0.9,-0.9,0.1,2022
Luka Garza,C,23,DET,32,389,15.6,.535,.333,.415,15.3,12.3,13.9,8.3,1.1,1.4,9.4,21.1,0.5,0.2,0.8,.093,-0.5,-2.0,-2.5,-0.1,2022
Rudy Gay,PF,35,UTA,55,1038,13.0,.539,.536,.208,6.0,19.1,12.8,7.8,1.2,1.6,10.2,19.3,0.8,1.3,2.1,.097,-0.7,-0.3,-1.0,0.3,2022
Paul George,PF,31,LAC,31,1077,18.6,.538,.404,.233,1.2,19.2,10.5,28.1,3.0,1.0,15.2,33.7,-0.6,1.9,1.3,.057,1.8,1.9,3.7,1.6,2022
