Player,Team,Pos,WS,WS/48,Year
Josh Huestis,OKC,PF,0.0,0.01,2016
Josh Huestis,OKC,PF,0.2,0.265,2017
Josh Huestis,OKC,PF,0.5,0.024,2018
Josh Jackson,PHO,SF,-0.7,-0.018,2018
Josh Jackson,PHO,SG,-1.7,-0.04,2019
Josh Jackson,MEM,SF,0.5,0.069,2020
Josh Jackson,DET,SG,0.1,0.004,2021
Josh Jackson,2TM,SF,0.0,0.001,2022
Josh Magette,ATL,PG,0.4,0.092,2018
Josh Magette,ORL,PG,-0.1,-0.127,2020
Josh McRoberts,LAL,PF,1.4,0.095,2012
Josh McRoberts,2TM,PF,2.2,0.072,2013
Josh McRoberts,CHA,PF,6.5,0.132,2014
Josh McRoberts,MIA,PF,0.4,0.07,2015
Josh McRoberts,MIA,PF,0.8,0.064,2016
Josh McRoberts,MIA,PF,0.3,0.036,2017
Josh McRoberts,DAL,PF,0.0,-0.19,2018
Josh Minott,MIN,SF,0.3,0.146,2023
Josh Minott,MIN,SF,0.4,0.222,2024
Josh Okogie,MIN,SG,1.2,0.034,2019
Josh Okogie,MIN,SG,2.2,0.068,2020
Josh Okogie,MIN,SG,1.3,0.051,2021
Josh Okogie,MIN,SG,0.7,0.062,2022
Josh Okogie,PHO,SG,2.8,0.101,2023
Josh Okogie,PHO,SG,2.1,0.104,2024
Josh Powell,HOU,PF,0.0,-0.094,2014
Josh Reaves,DAL,SF,0.0,0.031,2020
Josh Richardson,MIA,SG,2.5,0.109,2016
Josh Richardson,MIA,SG,2.2,0.066,2017
Josh Richardson,MIA,SF,5.4,0.096,2018
Josh Richardson,MIA,SG,5.6,0.106,2019
Josh Richardson,PHI,SG,2.1,0.061,2020
Josh Richardson,DAL,SG,2.4,0.066,2021
Josh Richardson,2TM,SG,3.5,0.106,2022
Josh Richardson,2TM,SG,1.8,0.055,2023
Josh Richardson,MIA,SG,2.1,0.093,2024
Josh Selby,MEM,PG,-0.5,-0.105,2012
Josh Selby,MEM,PG,-0.2,-0.143,2013
Josh Smith,ATL,PF,6.8,0.139,2012
Josh Smith,ATL,PF,4.2,0.075,2013
Josh Smith,DET,SF,1.1,0.02,2014
Josh Smith,2TM,PF,2.3,0.048,2015
Josh Smith,2TM,PF,0.0,0.0,2016
Josh Smith,NOP,PF,0.0,-0.013,2018
Joshua Primo,SAS,SF,0.0,0.001,2022
Joshua Primo,SAS,SG,-0.1,-0.073,2023
Joshua Primo,LAC,SG,-0.1,-0.585,2024
JosÃ© CalderÃ³n,TOR,PG,5.1,0.136,2012
JosÃ© CalderÃ³n,2TM,PG,7.4,0.165,2013
JosÃ© CalderÃ³n,DAL,PG,6.3,0.122,2014
JosÃ© CalderÃ³n,NYK,PG,0.9,0.033,2015
JosÃ© CalderÃ³n,NYK,PG,4.0,0.096,2016
JosÃ© CalderÃ³n,2TM,PG,0.3,0.023,2017
JosÃ© CalderÃ³n,CLE,PG,1.8,0.095,2018
JosÃ© CalderÃ³n,DET,PG,0.6,0.043,2019
Jrue Holiday,PHI,PG,4.2,0.092,2012
Jrue Holiday,PHI,PG,3.3,0.055,2013
Jrue Holiday,NOP,PG,1.5,0.064,2014
Jrue Holiday,NOP,PG,3.4,0.124,2015
Jrue Holiday,NOP,PG,3.4,0.089,2016
Jrue Holiday,NOP,PG,3.8,0.084,2017
Jrue Holiday,NOP,SG,7.1,0.116,2018
Jrue Holiday,NOP,SG,5.4,0.108,2019
Jrue Holiday,NOP,SG,3.9,0.088,2020
Jrue Holiday,MIL,PG,6.6,0.165,2021
Jrue Holiday,MIL,PG,6.9,0.15,2022
Jrue Holiday,MIL,PG,6.7,0.148,2023
Jrue Holiday,BOS,PG,6.3,0.133,2024
Juan Toscano-Anderson,GSW,SG,0.2,0.03,2020
Juan Toscano-Anderson,GSW,SG,3.0,0.13,2021
Juan Toscano-Anderson,GSW,SF,2.0,0.098,2022
Juan Toscano-Anderson,2TM,SF,0.5,0.038,2023
Juan Toscano-Anderson,SAC,SF,0.0,-0.024,2024
Juancho HernangÃ³mez,DEN,PF,1.8,0.104,2017
Juancho HernangÃ³mez,DEN,PF,0.4,0.061,2018
Juancho HernangÃ³mez,DEN,PF,3.0,0.105,2019
Juancho HernangÃ³mez,2TM,PF,0.9,0.052,2020
Juancho HernangÃ³mez,MIN,PF,1.1,0.06,2021
Juancho HernangÃ³mez,3TM,PF,0.9,0.095,2022
Juancho HernangÃ³mez,TOR,PF,0.7,0.053,2023
Jules Bernard,WAS,SG,0.1,0.026,2024
Julian Champagnie,2TM,SF,0.4,0.061,2023
Julian Champagnie,SAS,SF,1.8,0.059,2024
Julian Phillips,CHI,SF,0.2,0.031,2024
Julian Strawther,DEN,SF,0.2,0.015,2024
Julian Washburn,MEM,SF,0.1,0.023,2019
Julius Randle,LAL,PF,-0.1,-0.276,2015
Julius Randle,LAL,PF,1.6,0.035,2016
Julius Randle,LAL,PF,3.5,0.08,2017
Julius Randle,LAL,C,6.6,0.145,2018
Julius Randle,NOP,PF,6.1,0.131,2019
Julius Randle,NYK,PF,2.7,0.062,2020
Julius Randle,NYK,PF,7.8,0.14,2021
Julius Randle,NYK,PF,3.1,0.059,2022
Julius Randle,NYK,PF,8.1,0.142,2023
Julius Randle,NYK,PF,3.8,0.113,2024
Julyan Stone,DEN,SG,0.4,0.101,2012
Julyan Stone,DEN,PG,0.1,0.128,2013
Julyan Stone,TOR,SG,0.2,0.061,2014
Julyan Stone,CHO,SG,0.3,0.087,2018
Justin Anderson,DAL,SF,1.1,0.083,2016
Justin Anderson,2TM,SF,1.9,0.074,2017
Justin Anderson,PHI,SF,1.2,0.115,2018
Justin Anderson,ATL,SF,0.4,0.043,2019
Justin Anderson,BRK,SG,-0.1,-0.054,2020
Justin Anderson,2TM,SF,0.4,0.054,2022
Justin Champagnie,TOR,SF,0.8,0.138,2022
Justin Champagnie,2TM,SF,0.0,0.009,2023
Justin Champagnie,WAS,SF,0.3,0.058,2024
Justin Dentmon,2TM,PG,-0.1,-0.049,2012
Justin Dentmon,DAL,PG,0.0,-0.571,2013
Justin Hamilton,2TM,C,0.1,0.089,2014
Justin Hamilton,2TM,C,1.5,0.102,2015
Justin Hamilton,BRK,C,2.1,0.084,2017
Justin Harper,ORL,PF,-0.3,-0.145,2012
Justin Harper,DET,PF,0.0,0.039,2016
Justin Harper,PHI,PF,-0.1,-0.103,2017
Justin Holiday,PHI,SG,-0.1,-0.042,2013
Justin Holiday,GSW,SG,1.3,0.092,2015
Justin Holiday,2TM,SG,0.6,0.04,2016
Justin Holiday,NYK,SG,2.5,0.073,2017
Justin Holiday,CHI,SG,1.7,0.036,2018
Justin Holiday,2TM,SG,2.1,0.038,2019
Justin Holiday,IND,SF,4.2,0.112,2020
Justin Holiday,IND,SG,3.1,0.069,2021
Justin Holiday,2TM,SF,1.4,0.033,2022
Justin Holiday,2TM,SF,0.1,0.008,2023
Justin Holiday,DEN,SG,1.8,0.101,2024
Justin Jackson,SAC,SF,1.0,0.031,2018
Justin Jackson,2TM,SF,2.9,0.086,2019
Justin Jackson,DAL,PF,1.2,0.054,2020
Justin Jackson,2TM,SF,0.2,0.018,2021
Justin Jackson,2TM,SF,0.0,0.032,2022
Justin Jackson,BOS,SF,0.1,0.025,2023
Justin Jackson,MIN,SF,0.0,0.031,2024
Justin James,SAC,SF,0.1,0.028,2020
Justin James,SAC,SF,0.1,0.02,2021
Justin Minaya,POR,SF,-0.1,-0.067,2023
Justin Minaya,POR,SF,0.1,0.009,2024
Justin Patton,MIN,C,0.0,0.151,2018
Justin Patton,PHI,C,0.0,0.079,2019
Justin Patton,OKC,C,0.0,-0.063,2020
Justin Patton,HOU,C,0.4,0.076,2021
Justin Robinson,WAS,PG,0.0,0.007,2020
Justin Robinson,OKC,PG,0.0,0.021,2021
Justin Robinson,3TM,PG,-0.3,-0.055,2022
Justin Wright-Foreman,UTA,PG,0.0,-0.008,2020
Justise Winslow,MIA,SF,2.5,0.054,2016
Justise Winslow,MIA,SF,-0.1,-0.009,2017
Justise Winslow,MIA,PF,2.6,0.075,2018
Justise Winslow,MIA,SF,2.8,0.067,2019
Justise Winslow,MIA,SG,0.0,-0.004,2020
Justise Winslow,MEM,SF,-0.7,-0.066,2021
Justise Winslow,2TM,PF,0.8,0.048,2022
Justise Winslow,POR,PF,0.4,0.022,2023
Jusuf NurkiÄ,DEN,C,1.6,0.069,2015
Jusuf NurkiÄ,DEN,C,0.4,0.031,2016
Jusuf NurkiÄ,2TM,C,2.0,0.068,2017
Jusuf NurkiÄ,POR,C,4.7,0.108,2018
Jusuf NurkiÄ,POR,C,7.8,0.189,2019
Jusuf NurkiÄ,POR,C,0.9,0.164,2020
Jusuf NurkiÄ,POR,C,2.4,0.133,2021
Jusuf NurkiÄ,POR,C,3.6,0.11,2022
Jusuf NurkiÄ,POR,C,2.7,0.092,2023
Jusuf NurkiÄ,PHO,C,5.8,0.133,2024
Juwan Howard,MIA,PF,-0.3,-0.076,2012
Juwan Howard,MIA,PF,0.0,0.039,2013
Juwan Morgan,UTA,PF,0.3,0.106,2020
Juwan Morgan,UTA,PF,0.3,0.105,2021
Juwan Morgan,2TM,PF,0.1,0.124,2022
K.J. McDaniels,2TM,SG,0.6,0.02,2015
K.J. McDaniels,HOU,SF,0.2,0.043,2016
K.J. McDaniels,2TM,SF,0.5,0.051,2017
KJ Martin,HOU,SF,2.2,0.099,2021
KJ Martin,HOU,SF,2.9,0.084,2022
KJ Martin,HOU,SF,4.9,0.103,2023
KJ Martin,2TM,SF,1.1,0.071,2024
KZ Okpala,MIA,PF,0.1,0.118,2020
KZ Okpala,MIA,PF,0.1,0.015,2021
KZ Okpala,MIA,PF,0.5,0.097,2022
KZ Okpala,SAC,PF,0.3,0.057,2023
Kadeem Allen,BOS,PG,-0.1,-0.038,2018
Kadeem Allen,NYK,PG,1.0,0.111,2019
Kadeem Allen,NYK,PG,0.1,0.053,2020
Kai Jones,CHO,C,0.0,0.009,2022
Kai Jones,CHO,C,0.7,0.062,2023
Kaiser Gates,NOP,SF,-0.1,-0.558,2024
Kalin Lucas,MEM,PG,0.0,-0.057,2015
Kalin Lucas,DET,PG,0.0,0.238,2019
Karim ManÃ©,ORL,PG,-0.1,-0.045,2021
Karl-Anthony Towns,MIN,C,8.3,0.151,2016
Karl-Anthony Towns,MIN,C,12.7,0.201,2017
Karl-Anthony Towns,MIN,C,14.0,0.23,2018
Karl-Anthony Towns,MIN,C,10.4,0.197,2019
Karl-Anthony Towns,MIN,C,5.1,0.204,2020
Karl-Anthony Towns,MIN,C,5.4,0.153,2021
Karl-Anthony Towns,MIN,C,10.3,0.199,2022
Karl-Anthony Towns,MIN,PF,2.7,0.133,2023
Karl-Anthony Towns,MIN,PF,6.3,0.148,2024
Kawhi Leonard,SAS,SF,5.5,0.171,2012
Kawhi Leonard,SAS,SF,6.2,0.166,2013
Kawhi Leonard,SAS,SF,7.7,0.193,2014
Kawhi Leonard,SAS,SF,8.6,0.204,2015
Kawhi Leonard,SAS,SF,13.7,0.277,2016
Kawhi Leonard,SAS,SF,13.6,0.264,2017
Kawhi Leonard,SAS,SF,0.9,0.196,2018
Kawhi Leonard,TOR,SF,9.5,0.224,2019
Kawhi Leonard,LAC,SF,8.7,0.226,2020
Kawhi Leonard,LAC,SF,8.8,0.238,2021
Kawhi Leonard,LAC,SF,7.1,0.194,2023
Kawhi Leonard,LAC,SF,8.9,0.184,2024
Kay Felder,CLE,PG,0.1,0.008,2017
Kay Felder,2TM,PG,-0.5,-0.175,2018
Keegan Murray,SAC,SF,4.3,0.087,2023
Keegan Murray,SAC,SF,5.2,0.096,2024
Keifer Sykes,IND,PG,-0.5,-0.04,2022
Keita Bates-Diop,MIN,SF,0.3,0.032,2019
Keita Bates-Diop,2TM,SF,1.2,0.078,2020
Keita Bates-Diop,SAS,SF,0.3,0.068,2021
Keita Bates-Diop,SAS,SF,1.6,0.08,2022
Keita Bates-Diop,SAS,PF,2.7,0.089,2023
Keita Bates-Diop,2TM,SF,1.3,0.091,2024
Keith Appling,ORL,PG,-0.1,-0.199,2016
Keith Benson,GSW,C,0.0,-0.005,2012
Keith Bogans,NJN,SF,0.0,-0.005,2012
Keith Bogans,BRK,SG,1.4,0.047,2013
Keith Bogans,BOS,SG,0.1,0.121,2014
Kelan Martin,MIN,SF,0.2,0.023,2020
Kelan Martin,IND,SF,0.4,0.066,2021
Kelan Martin,2TM,SF,0.0,0.005,2022
Keldon Johnson,SAS,SF,1.1,0.174,2020
Keldon Johnson,SAS,SF,3.3,0.079,2021
Keldon Johnson,SAS,SF,4.9,0.098,2022
Keldon Johnson,SAS,SF,1.3,0.03,2023
Keldon Johnson,SAS,SF,3.0,0.071,2024
Kelenna Azubuike,DAL,SG,-0.1,-0.325,2012
Keljin Blevins,POR,SF,-0.2,-0.137,2021
Keljin Blevins,POR,SF,-0.5,-0.066,2022
Kelly Olynyk,BOS,C,2.9,0.101,2014
Kelly Olynyk,BOS,C,3.6,0.12,2015
Kelly Olynyk,BOS,C,4.1,0.141,2016
Kelly Olynyk,BOS,C,4.1,0.127,2017
Kelly Olynyk,MIA,PF,5.5,0.148,2018
Kelly Olynyk,MIA,PF,4.7,0.126,2019
Kelly Olynyk,MIA,C,3.7,0.135,2020
Kelly Olynyk,2TM,PF,5.1,0.121,2021
Kelly Olynyk,DET,C,1.6,0.104,2022
Kelly Olynyk,UTA,C,4.3,0.106,2023
Kelly Olynyk,2TM,C,4.9,0.133,2024
Kelly Oubre Jr.,WAS,SF,0.4,0.031,2016
Kelly Oubre Jr.,WAS,SF,2.0,0.061,2017
Kelly Oubre Jr.,WAS,SF,3.7,0.08,2018
Kelly Oubre Jr.,2TM,SF,2.2,0.054,2019
Kelly Oubre Jr.,PHO,SF,3.8,0.093,2020
Kelly Oubre Jr.,GSW,SF,2.2,0.062,2021
Kelly Oubre Jr.,CHO,SF,3.3,0.079,2022
Kelly Oubre Jr.,CHO,SF,1.7,0.051,2023
Kelly Oubre Jr.,PHI,SF,3.0,0.07,2024
Kemba Walker,CHA,PG,0.3,0.009,2012
Kemba Walker,CHA,PG,4.8,0.08,2013
Kemba Walker,CHA,PG,5.1,0.093,2014
Kemba Walker,CHO,PG,4.5,0.101,2015
Kemba Walker,CHO,PG,9.9,0.165,2016
Kemba Walker,CHO,PG,8.1,0.142,2017
Kemba Walker,CHO,PG,8.6,0.15,2018
Kemba Walker,CHO,PG,7.4,0.123,2019
Kemba Walker,BOS,PG,5.9,0.162,2020
Kemba Walker,BOS,PG,3.3,0.115,2021
Kemba Walker,NYK,PG,1.8,0.093,2022
Kemba Walker,DAL,PG,0.3,0.098,2023
Kendall Brown,IND,SG,0.1,0.071,2023
Kendall Brown,IND,SG,0.1,0.045,2024
Kendall Marshall,PHO,PG,-0.2,-0.012,2013
Kendall Marshall,LAL,PG,0.9,0.029,2014
Kendall Marshall,MIL,PG,0.8,0.088,2015
Kendall Marshall,PHI,PG,-0.5,-0.064,2016
Kendrick Nunn,MIA,PG,2.0,0.049,2020
Kendrick Nunn,MIA,PG,2.9,0.084,2021
Kendrick Nunn,2TM,SG,0.2,0.008,2023
Kendrick Perkins,OKC,C,2.0,0.056,2012
Kendrick Perkins,OKC,C,2.5,0.062,2013
Kendrick Perkins,OKC,C,0.8,0.031,2014
Kendrick Perkins,2TM,C,0.1,0.006,2015
Kendrick Perkins,NOP,C,-0.1,-0.007,2016
Kendrick Perkins,CLE,C,0.0,0.026,2018
Kennedy Chandler,MEM,PG,0.3,0.044,2023
Kenneth Faried,DEN,PF,4.6,0.212,2012
Kenneth Faried,DEN,PF,7.8,0.167,2013
Kenneth Faried,DEN,PF,6.5,0.144,2014
Kenneth Faried,DEN,PF,5.6,0.13,2015
Kenneth Faried,DEN,PF,5.5,0.156,2016
Kenneth Faried,DEN,PF,4.5,0.168,2017
Kenneth Faried,DEN,PF,1.3,0.132,2018
Kenneth Faried,2TM,C,2.9,0.193,2019
Kenneth Lofton Jr.,MEM,PF,0.5,0.145,2023
Kenneth Lofton Jr.,3TM,PF,0.3,0.068,2024
Kenrich Williams,NOP,SF,1.2,0.053,2019
Kenrich Williams,NOP,PF,0.9,0.05,2020
Kenrich Williams,OKC,PF,2.8,0.096,2021
Kenrich Williams,OKC,SF,1.8,0.081,2022
Kenrich Williams,OKC,PF,3.3,0.133,2023
Kenrich Williams,OKC,PF,2.5,0.115,2024
Kent Bazemore,GSW,SG,0.1,0.014,2013
Kent Bazemore,2TM,SG,0.2,0.011,2014
Kent Bazemore,ATL,SG,1.6,0.057,2015
Kent Bazemore,ATL,SF,4.1,0.094,2016
Kent Bazemore,ATL,SF,2.1,0.052,2017
Kent Bazemore,ATL,SG,2.2,0.059,2018
Kent Bazemore,ATL,SG,0.7,0.021,2019
Kent Bazemore,2TM,SF,0.6,0.017,2020
Kent Bazemore,GSW,SF,1.8,0.065,2021
Kent Bazemore,LAL,SF,0.1,0.006,2022
Kentavious Caldwell-Pope,DET,SG,1.8,0.055,2014
Kentavious Caldwell-Pope,DET,SG,2.8,0.052,2015
Kentavious Caldwell-Pope,DET,SG,5.3,0.092,2016
Kentavious Caldwell-Pope,DET,SG,4.5,0.086,2017
Kentavious Caldwell-Pope,LAL,SG,5.3,0.103,2018
Kentavious Caldwell-Pope,LAL,SG,4.0,0.095,2019
Kentavious Caldwell-Pope,LAL,SG,3.7,0.102,2020
Kentavious Caldwell-Pope,LAL,SG,4.2,0.107,2021
Kentavious Caldwell-Pope,WAS,SG,2.8,0.058,2022
Kentavious Caldwell-Pope,DEN,SG,4.5,0.091,2023
Kentavious Caldwell-Pope,DEN,SG,4.8,0.096,2024
Kenyon Martin,LAC,PF,0.9,0.048,2012
Kenyon Martin,NYK,C,1.2,0.128,2013
Kenyon Martin,NYK,PF,1.2,0.09,2014
Kenyon Martin,MIL,PF,0.2,0.086,2015
Keon Ellis,SAC,SG,0.2,0.162,2023
Keon Ellis,SAC,SG,2.3,0.114,2024
Keon Johnson,2TM,SG,-0.5,-0.031,2022
Keon Johnson,POR,SG,-0.5,-0.057,2023
Keon Johnson,BRK,SG,0.1,0.068,2024
Kessler Edwards,BRK,SF,0.6,0.031,2022
Kessler Edwards,2TM,SF,0.4,0.048,2023
Kessler Edwards,SAC,SF,0.5,0.083,2024
Kevin Durant,OKC,SF,12.2,0.23,2012
Kevin Durant,OKC,SF,18.9,0.291,2013
Kevin Durant,OKC,SF,19.2,0.295,2014
Kevin Durant,OKC,SF,4.8,0.252,2015
Kevin Durant,OKC,SF,14.5,0.27,2016
Kevin Durant,GSW,PF,12.0,0.278,2017
Kevin Durant,GSW,SF,10.4,0.215,2018
Kevin Durant,GSW,SF,11.5,0.204,2019
Kevin Durant,BRK,PF,5.0,0.206,2021
Kevin Durant,BRK,PF,8.4,0.198,2022
Kevin Durant,2TM,PF,6.8,0.194,2023
Kevin Durant,PHO,PF,8.3,0.142,2024
Kevin Garnett,BOS,C,6.9,0.178,2012
Kevin Garnett,BOS,C,5.6,0.133,2013
Kevin Garnett,BRK,C,1.2,0.054,2014
Kevin Garnett,2TM,PF,1.9,0.096,2015
Kevin Garnett,MIN,PF,1.1,0.092,2016
Kevin Hervey,OKC,PF,-0.1,-0.085,2020
Kevin Huerter,ATL,SG,1.5,0.034,2019
Kevin Huerter,ATL,SG,1.6,0.043,2020
Kevin Huerter,ATL,SG,3.6,0.08,2021
Kevin Huerter,ATL,SF,2.8,0.062,2022
Kevin Huerter,SAC,SG,4.9,0.107,2023
Kevin Huerter,SAC,SG,2.9,0.089,2024
Kevin Jones,CLE,PF,0.2,0.032,2013
Kevin Knox,NYK,PF,-1.3,-0.03,2019
Kevin Knox,NYK,SF,0.2,0.007,2020
Kevin Knox,NYK,SF,0.6,0.065,2021
Kevin Knox,2TM,SF,0.2,0.047,2022
Kevin Knox,2TM,SF,0.7,0.034,2023
Kevin Knox,DET,SF,0.4,0.033,2024
Kevin Love,MIN,PF,10.0,0.223,2012
Kevin Love,MIN,PF,1.1,0.084,2013
Kevin Love,MIN,PF,14.3,0.245,2014
Kevin Love,CLE,PF,8.7,0.165,2015
Kevin Love,CLE,PF,8.5,0.169,2016
Kevin Love,CLE,PF,6.4,0.163,2017
Kevin Love,CLE,C,6.4,0.185,2018
Kevin Love,CLE,PF,1.3,0.106,2019
Kevin Love,CLE,PF,3.8,0.101,2020
Kevin Love,CLE,PF,0.9,0.073,2021
Kevin Love,CLE,C,5.7,0.164,2022
Kevin Love,2TM,PF,2.6,0.099,2023
Kevin Love,MIA,PF,3.3,0.17,2024
Kevin Martin,HOU,SG,3.3,0.125,2012
Kevin Martin,OKC,SG,7.0,0.157,2013
Kevin Martin,MIN,SG,5.3,0.117,2014
Kevin Martin,MIN,SG,1.9,0.069,2015
Kevin Martin,2TM,SG,1.2,0.054,2016
Kevin Murphy,UTA,SG,-0.3,-0.272,2013
Kevin Pangos,CLE,PG,0.1,0.016,2022
Kevin Porter Jr.,CLE,SF,0.3,0.012,2020
Kevin Porter Jr.,HOU,SG,0.0,0.0,2021
Kevin Porter Jr.,HOU,PG,0.8,0.021,2022
Kevin Porter Jr.,HOU,PG,2.9,0.068,2023
Kevin SÃ©raphin,WAS,C,2.3,0.094,2012
Kevin SÃ©raphin,WAS,C,0.1,0.004,2013
Kevin SÃ©raphin,WAS,C,0.8,0.066,2014
Kevin SÃ©raphin,WAS,C,1.7,0.066,2015
Kevin SÃ©raphin,NYK,C,-0.2,-0.015,2016
Kevin SÃ©raphin,IND,PF,1.0,0.082,2017
Kevon Harris,ORL,SG,0.6,0.065,2023
Kevon Harris,ORL,SG,0.0,0.038,2024
Kevon Looney,GSW,PF,0.1,0.192,2016
Kevon Looney,GSW,C,1.4,0.155,2017
Kevon Looney,GSW,C,2.8,0.145,2018
Kevon Looney,GSW,C,6.0,0.194,2019
Kevon Looney,GSW,C,0.0,0.006,2020
Kevon Looney,GSW,C,3.4,0.139,2021
Kevon Looney,GSW,C,6.8,0.187,2022
Kevon Looney,GSW,C,8.7,0.212,2023
Kevon Looney,GSW,C,4.0,0.162,2024
Keyon Dooling,BOS,SG,0.6,0.042,2012
Keyon Dooling,MEM,PG,0.2,0.128,2013
Keyontae Johnson,OKC,SF,-0.1,-0.068,2024
Keyonte George,UTA,PG,-0.3,-0.008,2024
Khem Birch,ORL,C,1.8,0.15,2018
Khem Birch,ORL,C,2.8,0.212,2019
Khem Birch,ORL,C,2.2,0.112,2020
Khem Birch,2TM,C,3.8,0.118,2021
Khem Birch,TOR,C,2.6,0.126,2022
Khem Birch,TOR,C,0.2,0.072,2023
Khris Middleton,DET,SG,0.9,0.089,2013
Khris Middleton,MIL,SF,2.7,0.053,2014
Khris Middleton,MIL,SF,6.7,0.135,2015
Khris Middleton,MIL,SG,6.1,0.103,2016
Khris Middleton,MIL,SF,1.6,0.085,2017
Khris Middleton,MIL,SF,6.9,0.111,2018
Khris Middleton,MIL,SF,6.1,0.123,2019
Khris Middleton,MIL,SF,7.9,0.205,2020
Khris Middleton,MIL,SF,6.4,0.135,2021
Khris Middleton,MIL,SF,5.3,0.119,2022
Khris Middleton,MIL,SF,1.9,0.117,2023
Khris Middleton,MIL,SF,3.4,0.109,2024
Khyri Thomas,DET,SG,0.0,0.005,2019
Khyri Thomas,DET,SG,0.0,-0.038,2020
Khyri Thomas,HOU,SG,0.5,0.164,2021
Killian Hayes,DET,PG,-1.1,-0.081,2021
Killian Hayes,DET,PG,0.5,0.014,2022
Killian Hayes,DET,PG,-0.5,-0.012,2023
Killian Hayes,DET,PG,0.7,0.032,2024
Killian Tillie,MEM,C,0.2,0.055,2021
Killian Tillie,MEM,C,0.6,0.058,2022
Kim English,DET,SG,0.2,0.021,2013
Kira Lewis Jr.,NOP,PG,0.9,0.045,2021
Kira Lewis Jr.,NOP,PG,-0.1,-0.017,2022
Kira Lewis Jr.,NOP,PG,0.6,0.122,2023
Kira Lewis Jr.,3TM,PG,0.0,-0.005,2024
Kirk Hinrich,ATL,SG,1.8,0.069,2012
Kirk Hinrich,CHI,PG,3.1,0.085,2013
Kirk Hinrich,CHI,PG,3.8,0.085,2014
Kirk Hinrich,CHI,SG,1.0,0.03,2015
Kirk Hinrich,2TM,PG,0.6,0.044,2016
Klay Thompson,GSW,SG,1.7,0.05,2012
Klay Thompson,GSW,SG,4.3,0.07,2013
Klay Thompson,GSW,SG,6.7,0.112,2014
Klay Thompson,GSW,SG,8.8,0.172,2015
Klay Thompson,GSW,SG,8.0,0.144,2016
Klay Thompson,GSW,SG,7.1,0.129,2017
Klay Thompson,GSW,SG,4.9,0.094,2018
Klay Thompson,GSW,SG,5.3,0.095,2019
Klay Thompson,GSW,SG,1.8,0.091,2022
Klay Thompson,GSW,SF,3.1,0.066,2023
Klay Thompson,GSW,SF,3.6,0.075,2024
Kobe Brown,LAC,PF,0.5,0.055,2024
Kobe Bryant,LAL,SG,6.2,0.132,2012
Kobe Bryant,LAL,SG,10.9,0.174,2013
Kobe Bryant,LAL,SG,-0.4,-0.097,2014
Kobe Bryant,LAL,SG,0.2,0.006,2015
Kobe Bryant,LAL,SF,-0.4,-0.01,2016
Kobe Bufkin,ATL,SG,-0.1,-0.031,2024
Kobi Simmons,MEM,PG,-0.2,-0.013,2018
Kobi Simmons,CLE,PG,0.0,-0.033,2019
Kobi Simmons,CHO,SG,0.0,0.019,2023
Kobi Simmons,TOR,PG,0.1,0.098,2024
Kosta Koufos,DEN,C,2.7,0.163,2012
Kosta Koufos,DEN,C,6.5,0.171,2013
Kosta Koufos,MEM,C,3.5,0.124,2014
Kosta Koufos,MEM,C,3.3,0.118,2015
Kosta Koufos,SAC,C,3.5,0.113,2016
Kosta Koufos,SAC,C,2.6,0.089,2017
Kosta Koufos,SAC,C,3.9,0.134,2018
Kosta Koufos,SAC,C,0.7,0.063,2019
Kostas Antetokounmpo,DAL,PF,-0.1,-0.247,2019
Kostas Antetokounmpo,LAL,PF,0.1,0.193,2020
Kostas Antetokounmpo,LAL,PF,-0.2,-0.174,2021
Kostas Papanikolaou,HOU,SF,0.5,0.029,2015
Kostas Papanikolaou,DEN,SF,-0.1,-0.022,2016
Kris Dunn,MIN,PG,0.1,0.004,2017
Kris Dunn,CHI,PG,0.9,0.027,2018
Kris Dunn,CHI,PG,0.6,0.022,2019
Kris Dunn,CHI,PG,2.3,0.085,2020
Kris Dunn,ATL,PG,-0.2,-0.202,2021
Kris Dunn,POR,PG,0.2,0.024,2022
Kris Dunn,UTA,PG,1.9,0.162,2023
Kris Dunn,UTA,PG,2.0,0.076,2024
Kris Humphries,NJN,PF,5.3,0.118,2012
Kris Humphries,BRK,PF,2.7,0.109,2013
Kris Humphries,BOS,PF,4.1,0.143,2014
Kris Humphries,WAS,PF,3.8,0.134,2015
Kris Humphries,3TM,PF,1.6,0.093,2016
Kris Humphries,ATL,PF,1.6,0.115,2017
Kris Joseph,2TM,SF,-0.1,-0.127,2013
Kris Murray,POR,SF,0.7,0.024,2024
Kristaps PorziÅÄ£is,NYK,PF,4.4,0.102,2016
Kristaps PorziÅÄ£is,NYK,PF,4.5,0.1,2017
Kristaps PorziÅÄ£is,NYK,PF,3.2,0.099,2018
Kristaps PorziÅÄ£is,DAL,C,5.2,0.138,2020
Kristaps PorziÅÄ£is,DAL,C,4.3,0.154,2021
Kristaps PorziÅÄ£is,2TM,PF,5.6,0.18,2022
Kristaps PorziÅÄ£is,WAS,C,7.7,0.174,2023
Kristaps PorziÅÄ£is,BOS,C,7.9,0.226,2024
Kurt Thomas,POR,C,1.1,0.067,2012
Kurt Thomas,NYK,PF,1.1,0.135,2013
Kwame Brown,GSW,C,0.1,0.031,2012
Kwame Brown,PHI,C,0.4,0.071,2013
Ky Bowman,GSW,PG,-0.1,-0.003,2020
